Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_346990	96.5605370129237	-3.59000082351887	0.00203176153596366	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Lolium	s__Lolium	Lolium rigidum (taxid 89674)	0.0290078323072184	0.0613000790307016	0	1.41839726006242	1.41160210327169	0.78904054610044	0.0867811779786688	0.975403481940776	0.332230930554854	2.06938899255641	2.25796416467059	1.72256256022042	gene_346990	34740.HMEL007444-PA	3.1e-127	380.0	COG5272@1|root,KOG0001@2759|Eukaryota,38ECC@33154|Opisthokonta,3B9NC@33208|Metazoa,3CXIG@33213|Bilateria,41XBP@6656|Arthropoda,3SFZR@50557|Insecta,447XJ@7088|Lepidoptera	33208|Metazoa	O	Ubiquitin-like domain	UBC	GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005700,GO:0005704,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016567,GO:0019538,GO:0019941,GO:0030163,GO:0031386,GO:0032446,GO:0036211,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0051603,GO:0070647,GO:0071704,GO:0098687,GO:1901564,GO:1901565,GO:1901575	-	ko:K04551,ko:K08770	ko03320,ko04137,ko04144,ko05012,ko05167,map03320,map04137,map04144,map05012,map05167	-	-	-	ko00000,ko00001,ko04121,ko04147	-	-	-	-
gene_348658	12.6103875974695	-7.54102100336921	3.54472271787077e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Hordeum	s__Hordeum	Hordeum vulgare subsp. vulgare (taxid 112509)	0	0	0	0.0648015445807737	0.0175559099964976	0.0420565442591414	0	0	0	0.136253219095459	0.205717004696138	0.200843290934791	gene_348658	497964.CfE428DRAFT_2151	1.49e-146	426.0	COG0002@1|root,COG0002@2|Bacteria,46SA3@74201|Verrucomicrobia	74201|Verrucomicrobia	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	-	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_348757	30.026840956703	5.06628877464301	0.0125527321347433	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Fabales	f__Fabaceae	g__Vicia	s__Vicia	Vicia villosa (taxid 3911)	0	0.0320321367879263	0	0.00756304499085953	0.00819586249173365	0	0.934152192236163	0.00961686031441534	2.06499867236677	0	0	0.0375049540631547	gene_348757	126957.SMAR014889-PA	2.79e-277	757.0	COG5277@1|root,KOG0676@2759|Eukaryota,38C0D@33154|Opisthokonta,3BBGP@33208|Metazoa,3CRBJ@33213|Bilateria,41XDG@6656|Arthropoda	33208|Metazoa	Z	Belongs to the actin family	ACTB	GO:0000228,GO:0000278,GO:0000281,GO:0000785,GO:0000790,GO:0000910,GO:0003674,GO:0005198,GO:0005200,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005856,GO:0005884,GO:0005886,GO:0005912,GO:0005924,GO:0005925,GO:0006996,GO:0007010,GO:0007049,GO:0008150,GO:0009987,GO:0015629,GO:0016020,GO:0016043,GO:0022402,GO:0030054,GO:0030055,GO:0031974,GO:0031981,GO:0032991,GO:0035060,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0051301,GO:0061640,GO:0070013,GO:0070161,GO:0070603,GO:0071840,GO:0071944,GO:0097433,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:1902494,GO:1903047,GO:1904949	-	ko:K05692	ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418	-	-	-	ko00000,ko00001,ko03019,ko03021,ko03029,ko03036,ko04147,ko04812	-	-	-	-
gene_348839	4910.88762958842	-9.43653195611437	5.60304249792988e-14	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Ericales	f__Ericaceae	g__Rhododendron	s__Rhododendron	Rhododendron vialii (taxid 182163)	0.385250087495867	0	0	91.3366849257368	100.853771494487	98.0827918787875	0.115253204910996	0.855468349541867	1.74170739170241	220.174704217946	239.747374222052	360.752462510882	gene_348839	1027273.GZ77_18645	2.51e-12	66.2	COG0250@1|root,COG0250@2|Bacteria,1MU14@1224|Proteobacteria,1RMW0@1236|Gammaproteobacteria,1XHMM@135619|Oceanospirillales	135619|Oceanospirillales	K	Participates in transcription elongation, termination and antitermination	nusG	-	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	-
gene_349557	24.2345914972433	-8.49590012884359	1.50766296558377e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Asterales	f__Asteraceae	g__Erigeron	s__Erigeron	Erigeron canadensis (taxid 72917)	0	0	0	0.667318033555202	0.262965119947539	0.183736391940646	0	0	0	1.23911742107481	1.2105414014946	1.4665833499749	gene_349557	70448.Q0P3F1	4.4e-30	118.0	COG0843@1|root,KOG4769@2759|Eukaryota,37QZZ@33090|Viridiplantae,34JUG@3041|Chlorophyta	3041|Chlorophyta	C	Cytochrome C and Quinol oxidase polypeptide I	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	1.9.3.1	ko:K02256	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016	M00154	-	-	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.4.11,3.D.4.7,3.D.4.8	-	-	-
gene_349563	85.5888515681501	-10.3274050667391	3.84581142097605e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Brassicales	f__Brassicaceae	g__Raphanus	s__Raphanus	Raphanus sativus (taxid 3726)	0	0	0	0.0559803919153281	0.0283100538163418	0.019376837145573	0	0	0	0.600859371568305	0.51903667103588	0.758788056222751	gene_349563	5911.EAR94947	4.58e-62	231.0	KOG1042@1|root,KOG1042@2759|Eukaryota,3ZBHV@5878|Ciliophora	5878|Ciliophora	D	Belongs to the argonaute family	-	-	-	ko:K02156	ko04320,map04320	-	-	-	ko00000,ko00001,ko03036	-	-	-	-
gene_350109	22.5604243391345	-6.9728371549387	1.30628852909824e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Triticum	s__Triticum	Triticum aestivum (taxid 4565)	0	0	0.0333745267910507	0.316807551283783	0.379454054661142	0.331861386278761	0.0199951953939155	0	0	0.480813364627583	0.705773739308387	0.558132934808262	gene_350109	4577.GRMZM2G116292_P05	5.47e-105	306.0	COG5272@1|root,KOG0001@2759|Eukaryota,38A1V@33090|Viridiplantae,3GYZY@35493|Streptophyta,3M5GH@4447|Liliopsida,3I3EJ@38820|Poales	35493|Streptophyta	J	Ribosomal_L40e	-	-	-	ko:K02927	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_350165	10.1615163115938	-7.28327229013095	1.61431228661458e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Santalales	f__Ximeniaceae	g__Malania	s__Malania	Malania oleifera (taxid 397392)	0	0	0	0.316807551283783	0.326967212633184	0.202346124760031	0	0	0	0.036251801301286	0.0364889824404336	0.0374057346079611	gene_350165	3055.EDP05803	6.31e-243	681.0	KOG1278@1|root,KOG1278@2759|Eukaryota,37HDR@33090|Viridiplantae,34JEV@3041|Chlorophyta	3041|Chlorophyta	U	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family	-	-	-	ko:K17086	-	-	-	-	ko00000,ko04147	-	-	-	-
gene_350501	35.3281241750379	-8.55642655999891	3.36990849528251e-14	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Sapindales	f__Rutaceae	g__Citrus	s__Citrus	Citrus sinensis (taxid 2711)	0.0132281087141714	0	0	0.46201101228885	0.586497437660773	0.571138255371056	0	0	0	0.888169131881508	0.590665403254519	0.687330373421286	gene_350501	3055.DAA00911	1.24e-147	416.0	COG1290@1|root,KOG4663@2759|Eukaryota,37QS7@33090|Viridiplantae,34J8E@3041|Chlorophyta	3041|Chlorophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02635	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_350693	19.9213226095951	-5.04270193422026	3.93339954237493e-05	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Oleaceae	g__Olea	s__Olea	Olea europaea var. sylvestris (taxid 158386)	0	0	0	0.404435171851637	0.284878879943168	0.349974079886945	0	0.128565827607609	0.0488611372297919	0.656003340569017	0.489107636967514	0.802233627336699	gene_350693	112098.XP_008610333.1	3.74e-74	224.0	COG1552@1|root,KOG0009@1|root,KOG0003@2759|Eukaryota,KOG0009@2759|Eukaryota	2759|Eukaryota	J	structural constituent of ribosome	FAU	GO:0000184,GO:0000956,GO:0002181,GO:0002227,GO:0002251,GO:0002376,GO:0002385,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015935,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0019538,GO:0019730,GO:0019731,GO:0022626,GO:0022627,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0042742,GO:0042886,GO:0043043,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045087,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050789,GO:0050830,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0060255,GO:0061844,GO:0065007,GO:0070013,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0097159,GO:0098542,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1990904	2.3.2.27,3.6.5.5	ko:K02927,ko:K02977,ko:K02983,ko:K08770,ko:K15708,ko:K17065,ko:K20221	ko03010,ko03320,ko04139,ko04214,ko04217,ko04621,ko04668,map03010,map03320,map04139,map04214,map04217,map04621,map04668	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko01000,ko03009,ko03011,ko03029,ko04121,ko04131,ko04147	1.I.1	-	-	-
gene_351005	10.8397819102728	-7.31823129496944	3.12546824599898e-11	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Zea	s__Zea	Zea mays (taxid 4577)	0	0	0	0.132105079299801	0.262457465275826	0.247684358468251	0	0	0	0.132270085829017	0.133135476471852	0.191072536240666	gene_351005	375286.mma_1544	1.51e-95	288.0	COG0760@1|root,COG0760@2|Bacteria,1MZDK@1224|Proteobacteria,2VJZP@28216|Betaproteobacteria,473C5@75682|Oxalobacteraceae	28216|Betaproteobacteria	M	PPIC-type PPIASE domain	cbf2	-	5.2.1.8	ko:K03769	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	-
gene_351099	29.9253173731698	-8.79887232915585	3.92342652006664e-11	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Oryza	NA	Oryza (taxid 4527)	0	0	0	0.174412667861019	0.106829579978688	0.190298405938527	0	0	0	0.300668197760799	0.550246091588453	0.235029383008798	gene_351099	472759.Nhal_0652	4.37e-29	122.0	COG3317@1|root,COG3317@2|Bacteria,1N670@1224|Proteobacteria,1RZVF@1236|Gammaproteobacteria,1WXBS@135613|Chromatiales	135613|Chromatiales	M	NlpB/DapX lipoprotein	-	-	-	ko:K07287	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	-
gene_351265	44.7401784073656	-9.38223038203661	3.79348942739711e-17	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Lolium	s__Lolium	Lolium rigidum (taxid 89674)	0	0	0	0.830369265996441	0.531235676525599	0.571378734636476	0	0	0	0.516874366974652	0.73803768167677	0.570535888915113	gene_351265	1286631.X805_10050	9.03e-87	270.0	COG3338@1|root,COG3338@2|Bacteria,1PEA6@1224|Proteobacteria,2VI5K@28216|Betaproteobacteria,1KJIB@119065|unclassified Burkholderiales	28216|Betaproteobacteria	P	Eukaryotic-type carbonic anhydrase	ecaA	-	4.2.1.1	ko:K01674	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	-	-
gene_35221	279.309757979385	-12.0355220394403	2.5865110046397e-14	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Oleaceae	g__Olea	s__Olea	Olea europaea var. sylvestris (taxid 158386)	0	0	0	0.572498685193922	0.401435926219127	0.427409289688702	0	0	0	4.31596248563342	6.35339266697093	7.00010033853355	gene_35221	6669.EFX71844	2.32e-131	378.0	COG5040@1|root,KOG0841@2759|Eukaryota,38CKG@33154|Opisthokonta,3BCFK@33208|Metazoa,3CT6T@33213|Bilateria,41WHA@6656|Arthropoda	33208|Metazoa	O	Belongs to the 14-3-3 family	YWHAE	GO:0000003,GO:0000075,GO:0000077,GO:0000086,GO:0000165,GO:0000226,GO:0000278,GO:0000902,GO:0000904,GO:0001508,GO:0001709,GO:0001764,GO:0001932,GO:0001933,GO:0002027,GO:0003002,GO:0003006,GO:0003062,GO:0003064,GO:0003674,GO:0004857,GO:0004860,GO:0005085,GO:0005088,GO:0005246,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005829,GO:0005856,GO:0005871,GO:0005875,GO:0006464,GO:0006468,GO:0006469,GO:0006605,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006839,GO:0006873,GO:0006874,GO:0006875,GO:0006886,GO:0006928,GO:0006935,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0007006,GO:0007010,GO:0007017,GO:0007049,GO:0007088,GO:0007093,GO:0007154,GO:0007163,GO:0007165,GO:0007275,GO:0007276,GO:0007280,GO:0007281,GO:0007292,GO:0007293,GO:0007294,GO:0007308,GO:0007309,GO:0007346,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0007444,GO:0007447,GO:0007450,GO:0007568,GO:0008016,GO:0008103,GO:0008104,GO:0008150,GO:0008152,GO:0008340,GO:0008354,GO:0008426,GO:0009266,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009653,GO:0009798,GO:0009888,GO:0009892,GO:0009953,GO:0009966,GO:0009967,GO:0009987,GO:0009994,GO:0010259,GO:0010389,GO:0010466,GO:0010563,GO:0010564,GO:0010605,GO:0010638,GO:0010646,GO:0010647,GO:0010821,GO:0010822,GO:0010941,GO:0010942,GO:0010951,GO:0010959,GO:0015031,GO:0015459,GO:0015630,GO:0015833,GO:0016043,GO:0016247,GO:0016310,GO:0016325,GO:0016477,GO:0017016,GO:0017112,GO:0017137,GO:0019207,GO:0019210,GO:0019220,GO:0019222,GO:0019538,GO:0019725,GO:0019887,GO:0019899,GO:0019904,GO:0019953,GO:0021537,GO:0021543,GO:0021700,GO:0021761,GO:0021766,GO:0021987,GO:0022008,GO:0022402,GO:0022406,GO:0022412,GO:0022414,GO:0022607,GO:0022898,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030003,GO:0030030,GO:0030031,GO:0030154,GO:0030162,GO:0030182,GO:0030234,GO:0030291,GO:0030424,GO:0030426,GO:0030427,GO:0030706,GO:0030716,GO:0030900,GO:0030951,GO:0030952,GO:0031175,GO:0031267,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0031570,GO:0031625,GO:0032268,GO:0032269,GO:0032386,GO:0032388,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033043,GO:0033157,GO:0033267,GO:0033554,GO:0033673,GO:0034220,GO:0034605,GO:0034613,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0035220,GO:0035222,GO:0035295,GO:0035303,GO:0035304,GO:0035305,GO:0035308,GO:0035329,GO:0035556,GO:0035637,GO:0036211,GO:0040008,GO:0040011,GO:0042221,GO:0042325,GO:0042326,GO:0042330,GO:0042391,GO:0042592,GO:0042802,GO:0042826,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043086,GO:0043154,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043266,GO:0043269,GO:0043271,GO:0043281,GO:0043412,GO:0043549,GO:0044057,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044325,GO:0044389,GO:0044421,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044782,GO:0044839,GO:0044877,GO:0045165,GO:0045171,GO:0045172,GO:0045184,GO:0045309,GO:0045786,GO:0045859,GO:0045861,GO:0045927,GO:0045930,GO:0045936,GO:0046822,GO:0046824,GO:0046825,GO:0046827,GO:0046902,GO:0046907,GO:0046982,GO:0046983,GO:0048190,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048599,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050815,GO:0050896,GO:0051020,GO:0051049,GO:0051050,GO:0051051,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051219,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051246,GO:0051248,GO:0051336,GO:0051338,GO:0051346,GO:0051348,GO:0051480,GO:0051640,GO:0051641,GO:0051649,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0051924,GO:0051926,GO:0052547,GO:0052548,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060255,GO:0060271,GO:0060306,GO:0060322,GO:0060341,GO:0060429,GO:0060548,GO:0061024,GO:0061337,GO:0061564,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0070727,GO:0070925,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071900,GO:0071901,GO:0072503,GO:0072507,GO:0080090,GO:0080134,GO:0080135,GO:0086001,GO:0086009,GO:0086011,GO:0086013,GO:0086091,GO:0090087,GO:0090316,GO:0090559,GO:0090723,GO:0090724,GO:0097110,GO:0097458,GO:0097485,GO:0097711,GO:0098771,GO:0098772,GO:0099106,GO:0099622,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:0120039,GO:0140056,GO:0150034,GO:1900034,GO:1900739,GO:1900740,GO:1901016,GO:1901019,GO:1901020,GO:1901028,GO:1901030,GO:1901379,GO:1901564,GO:1901987,GO:1901990,GO:1902308,GO:1902309,GO:1902749,GO:1903047,GO:1903169,GO:1903170,GO:1903522,GO:1903747,GO:1903749,GO:1903827,GO:1903829,GO:1904062,GO:1904063,GO:1904951,GO:1905475,GO:1905477,GO:1905912,GO:1905913,GO:2000116,GO:2000117,GO:2001233,GO:2001235	-	ko:K06630	ko04011,ko04110,ko04114,ko04151,ko04390,ko04391,ko04722,ko05169,ko05203,map04011,map04110,map04114,map04151,map04390,map04391,map04722,map05169,map05203	-	-	-	ko00000,ko00001,ko03400,ko04147	-	-	-	-
gene_352507	92.547457855046	-10.44027919852	1.99761304723795e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Lamiaceae	g__Salvia	s__Salvia	Salvia hispanica (taxid 49212)	0	0	0	0.0644354341594134	0.17456724064314	0.055758582219276	0	0	0	2.20644438089692	3.62354149353391	2.49635728845503	gene_352507	4155.Migut.K00163.1.p	3.4e-54	177.0	COG1308@1|root,KOG2239@2759|Eukaryota,37ITV@33090|Viridiplantae,3G80R@35493|Streptophyta,44N73@71274|asterids	35493|Streptophyta	K	Nascent polypeptide-associated complex subunit alpha-like protein	-	-	-	ko:K03626	-	-	-	-	ko00000	-	-	-	-
gene_35264	10.3928847355117	-7.28125977299284	0.00349500762793852	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Zingiberales	f__Zingiberaceae	g__Zingiber	s__Zingiber	Zingiber officinale (taxid 94328)	0	0	0	0	0	0	0	0	0	0.429958104907358	0.111682877429019	0.228977614280313	gene_35264	44056.XP_009034964.1	8.87e-143	412.0	COG0192@1|root,KOG1506@2759|Eukaryota	2759|Eukaryota	H	methionine adenosyltransferase activity	-	GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_35347	425.817176990059	-12.6441794652643	4.53116005982162e-16	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malpighiales	f__Euphorbiaceae	g__Mercurialis	s__Mercurialis	Mercurialis annua (taxid 3986)	0	0	0	2.06377490550578	1.9716122921781	1.92685729126327	0	0	0	16.4438170702633	27.4214703039858	19.3911328207671	gene_35347	55529.AAC35633	2.89e-64	205.0	28IP8@1|root,2QR09@2759|Eukaryota	2759|Eukaryota	C	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	psbA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_353681	23.8933239471845	-8.47844924948292	3.73370728576844e-08	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Nymphaeales	f__Nymphaeaceae	g__Nymphaea	s__Nymphaea	Nymphaea colorata (taxid 210225)	0	0	0	0.221765285898648	0.377647130591327	0.0548292725156214	0	0	0	1.67483322011942	1.1110895153112	1.53176483219601	gene_353681	946362.XP_004998053.1	4.12e-56	174.0	KOG3430@1|root,KOG3430@2759|Eukaryota,3A3DU@33154|Opisthokonta	33154|Opisthokonta	Z	regulation of ATP-dependent microtubule motor activity, plus-end-directed	-	GO:0003674,GO:0005488,GO:0005515	-	ko:K10418	ko04962,map04962	-	-	-	ko00000,ko00001,ko04812	-	-	-	-
gene_35447	23.8679234663626	-8.47429651250022	2.62461508031378e-08	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Nymphaeales	f__Nymphaeaceae	g__Nymphaea	s__Nymphaea	Nymphaea colorata (taxid 210225)	0	0	0	0.177551484785417	0.0339542874657537	0.0451889608645232	0	0	0	0.401558414414245	0.568386072629831	0.349599750374406	gene_35447	926569.ANT_02480	9.96e-54	180.0	COG0290@1|root,COG0290@2|Bacteria,2G6N2@200795|Chloroflexi	200795|Chloroflexi	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	infC	-	-	ko:K02520	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	-
